CustomerID,Region,Cultural Event,Sweet,Rating,Sentiment
200,East India,Diwali,Sandesh,4,Negative
201,West India,Ganesh Chaturthi,Puran Poli,1,Positive
202,East India,Poila Baisakh,Sandesh,1,Positive
203,South India,Ugadi,Jangiri,3,Negative
204,South India,Ugadi,Mysore Pak,4,Negative
205,East India,Durga Puja,Rasgulla,2,Negative
206,West India,Navratri,Shrikhand,1,Negative
207,East India,Durga Puja,Chomchom,3,Positive
208,North India,Baisakhi,Gulab Jamun,2,Positive
209,North India,Lohri,Ladoo,2,Positive
210,North India,Holi,Ladoo,2,Negative
211,South India,Pongal,Kozhukattai,2,Positive
212,East India,Diwali,Sandesh,1,Positive
213,North India,Lohri,Ladoo,5,Negative
214,North India,Holi,Kaju Katli,1,Positive
215,West India,Ganesh Chaturthi,Modak,4,Negative
216,East India,Durga Puja,Chomchom,5,Positive
217,North India,Lohri,Rasgulla,1,Positive
218,West India,Gudi Padwa,Jalebi,1,Negative
219,West India,Ganesh Chaturthi,Modak,3,Positive
220,North India,Holi,Kaju Katli,5,Negative
221,West India,Diwali,Jalebi,5,Negative
222,North India,Diwali,Ladoo,4,Negative
223,South India,Ugadi,Kozhukattai,4,Negative
224,West India,Ganesh Chaturthi,Shrikhand,4,Negative
225,East India,Bihu,Pitha,4,Positive
226,North India,Diwali,Gulab Jamun,4,Positive
227,East India,Diwali,Sandesh,5,Negative
228,North India,Baisakhi,Kaju Katli,4,Positive
229,East India,Bihu,Rasgulla,1,Positive
230,South India,Ugadi,Payasam,1,Negative
231,East India,Durga Puja,Rasgulla,5,Positive
232,West India,Ganesh Chaturthi,Shrikhand,1,Positive
233,East India,Bihu,Rasgulla,3,Positive
234,South India,Onam,Jangiri,1,Positive
235,North India,Diwali,Ladoo,4,Negative
236,West India,Diwali,Puran Poli,3,Negative
237,East India,Durga Puja,Sandesh,2,Positive
238,North India,Diwali,Kaju Katli,4,Negative
239,West India,Gudi Padwa,Jalebi,3,Positive
240,North India,Lohri,Rasgulla,1,Negative
241,West India,Diwali,Modak,2,Negative
242,North India,Diwali,Ladoo,3,Positive
243,South India,Diwali,Kozhukattai,3,Positive
244,North India,Baisakhi,Rasgulla,2,Positive
245,West India,Navratri,Shrikhand,1,Negative
246,North India,Baisakhi,Gulab Jamun,4,Positive
247,East India,Poila Baisakh,Chomchom,4,Negative
248,North India,Baisakhi,Gulab Jamun,3,Positive
249,West India,Diwali,Modak,4,Positive
250,South India,Ugadi,Jangiri,5,Positive
251,West India,Diwali,Shrikhand,2,Negative
252,South India,Pongal,Mysore Pak,5,Positive
253,East India,Bihu,Pitha,2,Positive
254,South India,Diwali,Payasam,2,Positive
255,North India,Holi,Rasgulla,4,Negative
256,East India,Bihu,Pitha,4,Positive
257,West India,Gudi Padwa,Shrikhand,3,Positive
258,East India,Durga Puja,Rasgulla,4,Negative
259,North India,Diwali,Kaju Katli,3,Positive
260,North India,Baisakhi,Rasgulla,5,Positive
261,West India,Navratri,Shrikhand,5,Negative
262,South India,Pongal,Jangiri,1,Negative
263,North India,Holi,Gulab Jamun,2,Negative
264,West India,Navratri,Shrikhand,3,Negative
265,West India,Gudi Padwa,Shrikhand,5,Positive
266,East India,Durga Puja,Rasgulla,1,Negative
267,East India,Bihu,Pitha,3,Positive
268,South India,Diwali,Kozhukattai,4,Positive
269,North India,Lohri,Rasgulla,3,Positive
270,North India,Baisakhi,Kaju Katli,1,Negative
271,East India,Diwali,Pitha,3,Negative
272,South India,Onam,Payasam,2,Positive
273,East India,Durga Puja,Sandesh,3,Positive
274,West India,Navratri,Puran Poli,2,Positive
275,West India,Ganesh Chaturthi,Jalebi,3,Positive
276,West India,Diwali,Jalebi,2,Positive
277,East India,Poila Baisakh,Pitha,3,Negative
278,West India,Diwali,Jalebi,5,Negative
279,South India,Onam,Payasam,3,Positive
280,West India,Diwali,Modak,5,Positive
281,East India,Durga Puja,Pitha,3,Negative
282,South India,Ugadi,Mysore Pak,2,Negative
283,East India,Durga Puja,Chomchom,1,Negative
284,East India,Diwali,Chomchom,1,Negative
285,South India,Pongal,Kozhukattai,1,Negative
286,South India,Onam,Mysore Pak,3,Negative
287,South India,Ugadi,Jangiri,5,Positive
288,North India,Diwali,Kaju Katli,2,Positive
289,West India,Ganesh Chaturthi,Shrikhand,2,Negative
290,North India,Diwali,Ladoo,4,Negative
291,North India,Diwali,Rasgulla,5,Positive
292,South India,Onam,Kozhukattai,4,Positive
293,East India,Diwali,Chomchom,2,Positive
294,East India,Durga Puja,Sandesh,4,Negative
295,North India,Baisakhi,Kaju Katli,3,Positive
296,East India,Durga Puja,Rasgulla,2,Positive
297,East India,Diwali,Sandesh,3,Negative
298,South India,Ugadi,Jangiri,2,Positive
299,North India,Baisakhi,Gulab Jamun,3,Positive
300,North India,Holi,Gulab Jamun,3,Negative
301,West India,Gudi Padwa,Shrikhand,1,Positive
302,East India,Bihu,Sandesh,3,Negative
303,North India,Lohri,Rasgulla,4,Negative
304,West India,Diwali,Puran Poli,4,Negative
305,East India,Bihu,Sandesh,4,Positive
306,West India,Navratri,Shrikhand,3,Positive
307,North India,Lohri,Kaju Katli,3,Negative
308,West India,Navratri,Jalebi,3,Negative
309,North India,Lohri,Rasgulla,3,Positive
310,North India,Baisakhi,Kaju Katli,5,Positive
311,North India,Holi,Rasgulla,1,Positive
312,North India,Holi,Kaju Katli,3,Negative
313,North India,Holi,Rasgulla,3,Negative
314,West India,Ganesh Chaturthi,Puran Poli,5,Negative
315,West India,Diwali,Shrikhand,2,Positive
316,North India,Holi,Rasgulla,5,Negative
317,North India,Lohri,Kaju Katli,4,Positive
318,East India,Poila Baisakh,Pitha,1,Positive
319,North India,Baisakhi,Ladoo,4,Positive
320,East India,Bihu,Sandesh,5,Negative
321,East India,Diwali,Pitha,3,Positive
322,North India,Holi,Ladoo,2,Negative
323,North India,Lohri,Kaju Katli,4,Positive
324,North India,Diwali,Kaju Katli,4,Negative
325,West India,Gudi Padwa,Modak,2,Negative
326,North India,Baisakhi,Rasgulla,5,Negative
327,South India,Onam,Payasam,4,Positive
328,North India,Holi,Kaju Katli,2,Positive
329,East India,Diwali,Rasgulla,5,Negative
330,North India,Lohri,Ladoo,5,Negative
331,South India,Diwali,Mysore Pak,5,Positive
332,South India,Onam,Kozhukattai,5,Positive
333,North India,Diwali,Gulab Jamun,5,Negative
334,South India,Ugadi,Mysore Pak,4,Negative
335,East India,Poila Baisakh,Pitha,4,Negative
336,West India,Ganesh Chaturthi,Modak,2,Negative
337,West India,Gudi Padwa,Jalebi,2,Negative
338,South India,Diwali,Kozhukattai,3,Negative
339,South India,Diwali,Mysore Pak,3,Positive
340,West India,Ganesh Chaturthi,Shrikhand,4,Positive
341,South India,Pongal,Mysore Pak,3,Negative
342,West India,Navratri,Puran Poli,3,Negative
343,South India,Onam,Jangiri,5,Negative
344,West India,Diwali,Jalebi,1,Positive
345,West India,Gudi Padwa,Puran Poli,2,Negative
346,North India,Diwali,Kaju Katli,4,Negative
347,East India,Durga Puja,Sandesh,4,Positive
348,East India,Bihu,Chomchom,3,Positive
349,West India,Ganesh Chaturthi,Puran Poli,3,Negative
350,North India,Baisakhi,Rasgulla,5,Negative
351,North India,Holi,Gulab Jamun,4,Negative
352,East India,Bihu,Pitha,2,Negative
353,North India,Diwali,Gulab Jamun,2,Negative
354,West India,Gudi Padwa,Puran Poli,5,Positive
355,East India,Bihu,Pitha,4,Negative
356,East India,Poila Baisakh,Rasgulla,4,Positive
357,East India,Bihu,Sandesh,4,Negative
358,North India,Baisakhi,Kaju Katli,5,Positive
359,North India,Baisakhi,Ladoo,5,Negative
360,South India,Onam,Mysore Pak,5,Positive
361,South India,Pongal,Jangiri,3,Negative
362,South India,Ugadi,Payasam,4,Negative
363,North India,Holi,Ladoo,5,Negative
364,West India,Gudi Padwa,Shrikhand,2,Negative
365,East India,Bihu,Rasgulla,5,Negative
366,South India,Onam,Kozhukattai,5,Negative
367,South India,Diwali,Kozhukattai,2,Negative
368,East India,Poila Baisakh,Rasgulla,5,Negative
369,East India,Durga Puja,Chomchom,4,Negative
370,South India,Diwali,Mysore Pak,3,Positive
371,East India,Poila Baisakh,Rasgulla,4,Positive
372,South India,Diwali,Kozhukattai,2,Positive
373,South India,Onam,Mysore Pak,5,Positive
374,South India,Pongal,Mysore Pak,4,Negative
375,West India,Ganesh Chaturthi,Puran Poli,1,Positive
376,West India,Gudi Padwa,Jalebi,2,Negative
377,East India,Bihu,Sandesh,1,Positive
378,North India,Holi,Rasgulla,2,Positive
379,West India,Gudi Padwa,Puran Poli,3,Positive
380,North India,Lohri,Gulab Jamun,3,Negative
381,West India,Gudi Padwa,Puran Poli,5,Negative
382,East India,Diwali,Sandesh,3,Positive
383,West India,Diwali,Puran Poli,1,Negative
384,East India,Diwali,Pitha,5,Negative
385,West India,Diwali,Modak,4,Positive
386,South India,Onam,Jangiri,3,Positive
387,North India,Lohri,Rasgulla,2,Negative
388,East India,Bihu,Rasgulla,5,Positive
389,East India,Bihu,Pitha,1,Positive
390,West India,Diwali,Puran Poli,4,Negative
391,North India,Lohri,Kaju Katli,5,Positive
392,South India,Onam,Jangiri,2,Negative
393,East India,Poila Baisakh,Chomchom,5,Positive
394,South India,Pongal,Jangiri,5,Negative
395,North India,Diwali,Gulab Jamun,5,Positive
396,South India,Onam,Kozhukattai,5,Negative
397,North India,Holi,Rasgulla,1,Negative
398,North India,Baisakhi,Ladoo,5,Negative
399,West India,Ganesh Chaturthi,Jalebi,3,Positive
400,West India,Diwali,Modak,2,Positive
401,North India,Baisakhi,Kaju Katli,1,Positive
402,North India,Baisakhi,Gulab Jamun,3,Negative
403,South India,Onam,Jangiri,3,Negative
404,West India,Gudi Padwa,Jalebi,1,Positive
405,East India,Durga Puja,Pitha,5,Negative
406,South India,Onam,Mysore Pak,1,Negative
407,West India,Gudi Padwa,Jalebi,2,Positive
408,West India,Diwali,Puran Poli,3,Positive
409,North India,Diwali,Rasgulla,5,Positive
410,South India,Onam,Mysore Pak,1,Positive
411,West India,Ganesh Chaturthi,Puran Poli,1,Negative
412,West India,Navratri,Puran Poli,1,Positive
413,East India,Diwali,Rasgulla,5,Negative
414,South India,Diwali,Payasam,5,Positive
415,West India,Diwali,Shrikhand,1,Positive
416,West India,Gudi Padwa,Modak,3,Negative
417,East India,Poila Baisakh,Chomchom,2,Negative
418,West India,Navratri,Jalebi,2,Positive
419,East India,Diwali,Chomchom,1,Negative
420,West India,Navratri,Jalebi,2,Negative
421,South India,Diwali,Mysore Pak,4,Negative
422,North India,Holi,Gulab Jamun,3,Negative
423,North India,Diwali,Ladoo,5,Positive
424,West India,Navratri,Shrikhand,3,Positive
425,South India,Onam,Mysore Pak,4,Positive
426,South India,Ugadi,Payasam,5,Negative
427,East India,Poila Baisakh,Chomchom,5,Negative
428,East India,Bihu,Rasgulla,5,Negative
429,West India,Ganesh Chaturthi,Jalebi,3,Positive
430,East India,Bihu,Chomchom,1,Positive
431,South India,Pongal,Kozhukattai,5,Negative
432,East India,Diwali,Pitha,3,Positive
433,West India,Navratri,Jalebi,5,Negative
434,East India,Poila Baisakh,Chomchom,4,Positive
435,East India,Diwali,Pitha,5,Negative
436,South India,Pongal,Mysore Pak,1,Positive
437,North India,Baisakhi,Ladoo,2,Positive
438,South India,Pongal,Payasam,5,Negative
439,East India,Durga Puja,Chomchom,4,Positive
440,North India,Baisakhi,Gulab Jamun,1,Negative
441,East India,Durga Puja,Chomchom,2,Positive
442,North India,Holi,Ladoo,2,Negative
443,East India,Bihu,Chomchom,1,Negative
444,West India,Gudi Padwa,Puran Poli,2,Negative
445,North India,Diwali,Gulab Jamun,4,Negative
446,West India,Gudi Padwa,Modak,1,Positive
447,North India,Baisakhi,Rasgulla,3,Positive
448,North India,Holi,Ladoo,5,Negative
449,East India,Durga Puja,Sandesh,3,Positive
450,South India,Diwali,Mysore Pak,2,Positive
451,West India,Ganesh Chaturthi,Shrikhand,2,Positive
452,West India,Diwali,Jalebi,2,Positive
453,East India,Durga Puja,Sandesh,4,Positive
454,North India,Lohri,Rasgulla,3,Positive
455,East India,Poila Baisakh,Chomchom,2,Negative
456,West India,Gudi Padwa,Puran Poli,5,Negative
457,North India,Lohri,Ladoo,1,Positive
458,East India,Diwali,Chomchom,2,Negative
459,East India,Bihu,Sandesh,1,Positive
460,East India,Poila Baisakh,Rasgulla,3,Positive
461,South India,Pongal,Payasam,4,Negative
462,West India,Ganesh Chaturthi,Modak,1,Negative
463,North India,Lohri,Rasgulla,1,Negative
464,West India,Gudi Padwa,Modak,5,Positive
465,South India,Ugadi,Payasam,2,Negative
466,East India,Bihu,Chomchom,2,Positive
467,South India,Ugadi,Kozhukattai,4,Negative
468,West India,Ganesh Chaturthi,Shrikhand,3,Positive
469,West India,Navratri,Jalebi,1,Positive
470,East India,Durga Puja,Chomchom,3,Negative
471,East India,Poila Baisakh,Rasgulla,4,Positive
472,East India,Bihu,Pitha,4,Negative
473,South India,Ugadi,Kozhukattai,3,Negative
474,South India,Diwali,Jangiri,3,Negative
475,East India,Durga Puja,Pitha,5,Positive
476,North India,Baisakhi,Ladoo,4,Negative
477,North India,Baisakhi,Rasgulla,2,Negative
478,South India,Diwali,Payasam,4,Negative
479,North India,Baisakhi,Rasgulla,5,Negative
480,West India,Ganesh Chaturthi,Shrikhand,5,Positive
481,North India,Holi,Kaju Katli,2,Positive
482,West India,Diwali,Jalebi,1,Positive
483,North India,Lohri,Ladoo,5,Positive
484,West India,Diwali,Jalebi,4,Positive
485,East India,Durga Puja,Chomchom,1,Negative
486,West India,Ganesh Chaturthi,Modak,2,Negative
487,East India,Bihu,Chomchom,2,Negative
488,East India,Poila Baisakh,Sandesh,4,Negative
489,East India,Durga Puja,Rasgulla,1,Positive
490,North India,Lohri,Gulab Jamun,2,Positive
491,South India,Onam,Kozhukattai,5,Negative
492,West India,Navratri,Jalebi,2,Positive
493,West India,Gudi Padwa,Modak,5,Positive
494,West India,Gudi Padwa,Jalebi,1,Positive
495,South India,Diwali,Mysore Pak,5,Positive
496,South India,Diwali,Kozhukattai,2,Negative
497,North India,Lohri,Rasgulla,5,Negative
498,West India,Gudi Padwa,Modak,3,Negative
499,West India,Navratri,Shrikhand,5,Positive
500,South India,Diwali,Mysore Pak,2,Negative
501,North India,Holi,Kaju Katli,2,Negative
502,West India,Navratri,Jalebi,4,Positive
503,West India,Navratri,Puran Poli,4,Negative
504,South India,Onam,Kozhukattai,4,Positive
505,East India,Durga Puja,Chomchom,2,Positive
506,West India,Gudi Padwa,Jalebi,4,Negative
507,West India,Gudi Padwa,Puran Poli,1,Positive
508,South India,Diwali,Mysore Pak,3,Positive
509,East India,Diwali,Chomchom,5,Negative
510,North India,Diwali,Kaju Katli,5,Negative
511,North India,Baisakhi,Ladoo,4,Positive
512,South India,Diwali,Mysore Pak,4,Negative
513,East India,Durga Puja,Chomchom,1,Positive
514,South India,Diwali,Jangiri,2,Positive
515,South India,Onam,Mysore Pak,5,Negative
516,East India,Diwali,Rasgulla,3,Negative
517,East India,Durga Puja,Pitha,4,Positive
518,East India,Diwali,Pitha,2,Positive
519,East India,Diwali,Chomchom,4,Positive
520,East India,Poila Baisakh,Chomchom,4,Positive
521,North India,Baisakhi,Kaju Katli,3,Negative
522,West India,Diwali,Modak,1,Negative
523,East India,Durga Puja,Chomchom,2,Negative
524,South India,Ugadi,Kozhukattai,3,Negative
525,East India,Diwali,Chomchom,3,Positive
526,North India,Diwali,Rasgulla,1,Positive
527,South India,Ugadi,Jangiri,1,Negative
528,South India,Onam,Kozhukattai,2,Negative
529,North India,Lohri,Kaju Katli,1,Negative
530,South India,Pongal,Jangiri,3,Positive
531,West India,Ganesh Chaturthi,Modak,1,Positive
532,West India,Ganesh Chaturthi,Puran Poli,5,Positive
533,West India,Ganesh Chaturthi,Modak,3,Positive
534,West India,Navratri,Jalebi,1,Positive
535,West India,Ganesh Chaturthi,Modak,1,Negative
536,East India,Bihu,Pitha,4,Positive
537,South India,Pongal,Mysore Pak,5,Positive
538,West India,Diwali,Puran Poli,2,Negative
539,West India,Navratri,Modak,1,Positive
540,North India,Baisakhi,Kaju Katli,4,Negative
541,South India,Onam,Kozhukattai,1,Positive
542,East India,Durga Puja,Rasgulla,2,Positive
543,West India,Diwali,Modak,2,Negative
544,West India,Ganesh Chaturthi,Puran Poli,4,Positive
545,North India,Lohri,Kaju Katli,2,Negative
546,West India,Diwali,Puran Poli,4,Positive
547,North India,Diwali,Gulab Jamun,3,Positive
548,North India,Diwali,Rasgulla,5,Negative
549,West India,Gudi Padwa,Jalebi,1,Positive
550,East India,Durga Puja,Rasgulla,1,Positive
551,South India,Diwali,Jangiri,5,Positive
552,East India,Poila Baisakh,Pitha,1,Positive
553,North India,Baisakhi,Gulab Jamun,4,Positive
554,East India,Diwali,Sandesh,1,Positive
555,North India,Holi,Rasgulla,3,Negative
556,South India,Diwali,Payasam,3,Positive
557,North India,Lohri,Rasgulla,3,Positive
558,East India,Durga Puja,Chomchom,4,Negative
559,North India,Baisakhi,Ladoo,3,Positive
560,East India,Durga Puja,Sandesh,2,Positive
561,North India,Diwali,Ladoo,1,Negative
562,East India,Poila Baisakh,Pitha,2,Positive
563,West India,Navratri,Shrikhand,2,Negative
564,East India,Bihu,Sandesh,5,Negative
565,North India,Diwali,Ladoo,2,Positive
566,West India,Ganesh Chaturthi,Jalebi,3,Negative
567,East India,Durga Puja,Chomchom,1,Negative
568,South India,Diwali,Kozhukattai,5,Positive
569,West India,Diwali,Jalebi,2,Positive
570,South India,Pongal,Jangiri,1,Positive
571,East India,Durga Puja,Rasgulla,1,Negative
572,East India,Durga Puja,Pitha,5,Positive
573,West India,Gudi Padwa,Modak,2,Negative
574,North India,Diwali,Ladoo,5,Negative
575,East India,Poila Baisakh,Sandesh,5,Positive
576,South India,Ugadi,Mysore Pak,5,Positive
577,West India,Navratri,Puran Poli,3,Negative
578,East India,Poila Baisakh,Rasgulla,3,Negative
579,East India,Diwali,Sandesh,2,Positive
580,North India,Holi,Gulab Jamun,2,Negative
581,West India,Diwali,Jalebi,1,Negative
582,South India,Ugadi,Kozhukattai,4,Negative
583,North India,Diwali,Ladoo,3,Positive
584,South India,Diwali,Payasam,1,Positive
585,East India,Poila Baisakh,Sandesh,3,Negative
